id,unified_name,preliminary_type,Year,TWDB Estimated?, Population Served , Single Family Volumes , Single Family Connections , Multi-Family Volumes , Multi-Family Connections , Commercial Volume , Commercial Connections , Industrial Volumes , Industrial Connections , Institutional Volume , Institutional Connections , Agricultural Volumes , Agricultural Connections , Total Metered Volume , Total Metered Connections , Total Un-metered Volume , Total Un-metered Connections ,TCEQ PWS Code,Wholesale System?,Water Use Survey Form Type,PWS System Class,id2023,form2023
1103836,Conroe Resort,water system,2022.0,N," 1,050 "," 28,389,000 ", 347 ,,," 12,460,000 ", 3 ,,,,,,," 40,849,000 ", 350 ,,,TX1700416,N,Municipal Long,Private/IOU,1103836,Municipal
1103837,Crowley Ii Acre Subdivision,water system,2022.0,N, 333 ," 3,441,000 ", 111 ,,,,,,,,,,," 3,441,000 ", 111 ," 7,000 ",,TX1260012,N,Municipal Long,Private/IOU,1103837,Municipal
1103840,Elm Ridge Wcid,water system,2022.0,N," 5,524 "," 187,064,654 "," 1,698 "," 6,917 ", 10 ," 3,173,469 ", 6 ,,," 12,082,714 ", 21 ,,," 202,327,754 "," 1,735 "," 2,863,890 ", 34 ,TX0610261,N,Municipal Long,District ,1103840,Municipal
1103845,Fannin Community,water system,2022.0,N, 296 ," 2,754,056 ", 66 ," 1,399,100 ", 4 ,, 1 ,,,,,,," 4,153,156 ", 71 ," 1,358,544 ", 20 ,TX0880010,N,Municipal Long,Private/IOU,1103845,Municipal
1103847,La Ventana Water Supply System,water system,2022.0,N, 765 ," 28,967,360 ", 255 ,,,,,,,,,,," 28,967,360 ", 255 ," 290,000 ", 1 ,TX1050131,N,Municipal Long,Water Supply Corporation,1103847,Municipal
1103849,Lakewood On Lake Conroe Poa,water system,2022.0,N, 87 ," 4,475,000 ", 27 ,,,,,,,,," 281,000 ", 2 ," 4,756,000 ", 29 ,,,TX1700661,N,Municipal Long,Private/IOU,1103849,Municipal
1103850,Lindsay Pure Water Co South Ridge,water system,2022.0,N, 137 ," 9,190,450 ", 42 ,,,,,,,,,,," 9,190,450 ", 42 ," 529,550 ", 6 ,TX0490044,N,Municipal Long,Private/IOU,1103850,Municipal
1103852,Lone Pine Subdivision,water system,2022.0,Y, 90 ," 4,204,740 ", 33 ,,," 84,760 ", 3 ,,,,,,," 4,289,500 ", 36 ,,,TX0840229,N,Municipal Long,Private/IOU,1103852,Municipal
1103853,Macbee Sud Jackson,water system,2022.0,N, 669 ," 13,914,300 ", 218 ,,," 63,900 ", 5 ,,,,,,," 13,978,200 ", 223 ,,,TX2340045,N,Municipal Long,Private/IOU,1103853,Municipal
1103855,Meadowview Estates,water system,2022.0,N, 153 ," 5,877,939 ", 51 ,,,,,,,,,,," 5,877,939 ", 51 ,,,TX0080051,N,Municipal Long,Private/IOU,1103855,Municipal
1103856,Meadowview Estates Ii,water system,2022.0,N, 147 ," 2,766,089 ", 49 ,,,,,,,,,,," 2,766,089 ", 49 ,,,TX0080059,N,Municipal Long,Private/IOU,1103856,Municipal
1103857,Medina Valley Water Supply Co,water system,2022.0,N, 116 ," 3,273,000 ", 34 ,,," 1,655,000 ", 5 ,,," 522,000 ", 6 ,,," 5,450,000 ", 45 ," 136,000 ", 9 ,TX1630036,N,Municipal Long,Water Supply Corporation,1103857,Municipal
1103862,Paloma Acres Subdivision,water system,2022.0,N, 320 ," 8,171,000 ", 110 ,,,,,,,,,,," 8,171,000 ", 110 ," 99,000 ", 1 ,TX0200597,N,Municipal Long,Private/IOU,1103862,Municipal
1103868,Remington Place,water system,2022.0,N, 138 ," 3,458,000 ", 46 ,,,,,,,,,,," 3,458,000 ", 46 ," 50,000 ", 3 ,TX1460149,N,Municipal Long,Private/IOU,1103868,Municipal
1103872,Savannah Plantation Subdivision,water system,2022.0,N, 300 ," 11,482,000 ", 140 ,,,,,,,,,,," 11,482,000 ", 140 ,,,TX0200599,N,Municipal Long,Private/IOU,1103872,Municipal
1103873,Settlers Estates Sec Ii,water system,2022.0,N, 183 ," 7,000,000 ", 61 ,,,,,,,,,,," 7,000,000 ", 61 ,,,TX0080056,N,Municipal Long,Private/IOU,1103873,Municipal
1103875,Southern Crossing Water System Phase 2,water system,2022.0,N," 1,512 "," 27,960,220 ", 432 ,,,,,,,,,,," 27,960,220 ", 432 ," 36,000 ", 5 ,TX1460158,N,Municipal Long,Private/IOU,1103875,Municipal
1103877,Stoneridge Lake Subdivision,water system,2022.0,N, 146 ," 1,200,000 ", 48 ,,,,,,,,,,," 1,200,000 ", 48 ,,,TX0200624,N,Municipal Long,Private/IOU,1103877,Municipal
1103878,Texaba Subdivision,water system,2022.0,N, 555 ," 10,438,000 ", 185 ,,,,,,,,,,," 10,438,000 ", 185 ," 620,000 ", 6 ,TX1700621,N,Municipal Long,Private/IOU,1103878,Municipal
1103879,Texas Country Water,water system,2022.0,N, 321 ," 22,917,700 ", 106 ,,," 169,700 ", 1 ,,,,,,," 23,087,400 ", 107 ,,,TX0460223,N,Municipal Long,Private/IOU,1103879,Municipal
1103882,Town Of Lakewood Village,water system,2022.0,N," 1,000 "," 20,274,000 ", 270 ,,,,,,,,,,," 20,274,000 ", 270 ,,,TX0610032,N,Municipal Long,Private/IOU,1103882,Municipal
1103884,Travis County Mud 11,water system,2022.0,N," 1,527 "," 107,759,000 ", 509 ,,," 4,811,000 ", 5 ,,,,,,," 112,570,000 ", 514 ,,,TX2270379,N,Municipal Long,District ,1103884,Municipal
1103890,Woodland Oaks Subdivision,water system,2022.0,N," 3,837 "," 88,149,000 "," 1,220 "," 1,622,000 ", 4 ," 11,335,000 ", 36 ,,," 6,229,000 ", 17 ,,," 107,335,000 "," 1,277 ",,,TX1700648,N,Municipal Long,Private/IOU,1103890,Municipal
1103934,The Colony Mud 1E,water system,2022.0,N, 426 ," 23,379,000 ", 139 ,,,,,,,,,,," 23,379,000 ", 139 ,,,TX0110052,N,Municipal Long,District ,1103934,Municipal
1103944,Deer Run And White Rock City Marina,water system,,,,,,,,,,,,,,,,,,,,TX2280039,N,Municipal Short,Private/IOU,1103944,Municipal
1103976,Holiday Harbor Subdivision,water system,2022.0,Y, 75 ," 850,900 ", 25 ,,,,,,,,,,," 850,900 ", 25 ,,,TX1610022,N,Municipal Long,Private/IOU,1103976,Municipal
1103980,Brazoria County Mud 39,water system,2022.0,N," 2,577 "," 81,337,200 ", 853 ,,,,,,," 1,415,300 ", 6 ," 5,131,900 ", 23 ," 87,884,400 ", 882 ," 1,434,000 ",,TX0200650,N,Municipal Long,District ,1103980,Municipal
1104007,City Of San Diego Glossbrenner Unit,water system,2022.0,Y, 545 ,,,, 2 ,,,,,,,,,, 2 ,,,TX0660017,N,Municipal Long,Institutions/Facilities,1104007,Municipal
1104044,Harris County Mud 502,water system,2022.0,N," 4,500 "," 202,770,000 "," 1,325 ",,," 14,197,600 ", 175 ,,,,,,," 216,967,600 "," 1,500 "," 2,086,641 ",,TX1013494,N,Municipal Long,District ,1104044,Municipal
1104048,Harris County Mud 531,water system,2022.0,N," 1,592 "," 94,346,000 ", 502 ,,," 27,693,900 ", 28 ,,,,,,," 122,039,900 ", 530 ," 11,193,100 ",,TX1013531,N,Municipal Long,District ,1104048,Municipal
1104060,Wilbarger Creek Mud 2,water system,,,,,,,,,,,,,,,,,,,,TX2270375,Y,Municipal Short,District ,1104060,Municipal
1104073,Harris County Wcid 161,water system,2022.0,N," 2,325 "," 99,877,000 ", 775 ,,," 7,699,000 ", 5 ,,,,," 27,439,000 ", 48 ," 135,015,000 ", 828 ," 215,500 ",,TX1013612,N,Municipal Long,District ,1104073,Municipal
1104079,Denton County Fwsd 11-C,water system,2022.0,Y," 2,086 ",, 596 ,,,,,,,, 1 ,,,, 597 ,,,TX0610272,N,Municipal Long,District ,1104079,Municipal
1104084,Harris County Mud 504,water system,2022.0,N," 5,472 "," 199,474,000 "," 1,815 "," 9,700,000 ", 150 ," 641,000 ", 7 ,,," 5,272,000 ", 5 ," 37,000,000 ", 47 ," 252,087,000 "," 2,024 "," 15,322,000 ", 1 ,TX1013522,N,Municipal Long,District ,1104084,Municipal
1104088,East Montgomery County Mud 6,water system,2022.0,N," 3,966 "," 120,776,000 "," 1,302 ",,," 727,000 ", 3 ,,," 21,812,000 ", 17 ,,," 143,315,000 "," 1,322 ",,,TX1700753,N,Municipal Long,District ,1104088,Municipal
1104100,Kelly Lane Wcid 2,water system,2022.0,N," 1,959 "," 76,207,100 ", 653 ,,," 868,100 ", 2 ,,,,,,," 77,075,200 ", 655 ," 732,089 ", 20 ,TX2270386,N,Municipal Long,District ,1104100,Municipal
1104108,Landing At Hickory Ridge,water system,,,,,,,,,,,,,,,,,,,,TX0010055,N,Municipal Short,Mobile Home Park,1104108,Municipal
1104120,Lake Livingston Oakridge North,water system,2022.0,N," 4,599 "," 51,205,000 "," 1,533 ",,,,,,,,,,," 51,205,000 "," 1,533 ",,,TX1870165,N,Municipal Long,Municipal,1104120,Municipal
1104121,Travis County Mud 13,water system,2022.0,N," 1,335 "," 110,421,000 ", 616 ,,,,,,," 3,542,000 ", 1 ,,," 113,963,000 ", 617 ,,,TX2270388,N,Municipal Long,Municipal,1104121,Municipal
1104122,Lakeside Wcid 2-C,water system,2022.0,N," 3,198 "," 137,232,500 "," 1,016 "," 4,371,900 ", 1 ," 1,831,200 ", 6 ,,," 1,631,900 ", 2 ,,," 145,067,500 "," 1,025 "," 732,089 ", 20 ,TX2270373,N,Municipal Long,District ,1104122,Municipal
1104123,Lakeside Wcid 2-B,water system,2022.0,N," 1,461 "," 63,539,600 ", 487 ,,," 141,167 ", 1 ,,,,,,," 63,680,767 ", 488 ," 732,089 ", 20 ,TX2270371,N,Municipal Long,District ,1104123,Municipal
1104128,Montgomery County Mud 127,water system,2022.0,N," 1,743 "," 70,908,000 ", 556 ,,," 18,824,000 ", 17 ,,," 1,623,000 ", 1 ," 31,000 ", 7 ," 91,386,000 ", 581 ,,,TX1700860,N,Municipal Long,District ,1104128,Municipal
1104129,Kaufman County Mud 14,water system,,,,,,,,,,,,,,,,,,,,TX1290053,N,Municipal Long,District ,1104129,Municipal
1104130,Montgomery County Mud 141,water system,2022.0,N," 1,023 "," 27,764,000 ", 320 ,,,,,,,,," 2,592,000 ", 16 ," 30,356,000 ", 336 ,,,TX1700866,N,Municipal Long,District ,1104130,Municipal
1104131,Harris County Mud 537,water system,2022.0,N, 865 ," 16,072,000 ", 346 ,,,,,,," 420,000 ", 3 ,,," 16,492,000 ", 349 ," 2,115,000 ", 13 ,TX1013586,N,Municipal Long,District ,1104131,Municipal
1104132,Lakeside Wcid 1,water system,2022.0,N," 1,659 "," 70,012,400 ", 553 ,,," 3,783,100 ", 5 ,,,,,,," 73,795,500 ", 558 ," 1,243,600 ", 20 ,TX2270408,N,Municipal Long,District ,1104132,Municipal
1104133,Lakeside Wcid 2-A,water system,2022.0,N," 1,977 "," 83,788,900 ", 659 ,,," 141,167 ", 1 ,,,,,,," 83,930,067 ", 660 ," 732,089 ", 20 ,TX2270409,N,Municipal Long,District ,1104133,Municipal
1104134,Lakeside Wcid 2-D,water system,2022.0,N," 3,096 "," 92,773,600 "," 1,032 ",,," 1,640,967 ", 4 ,,,,,,," 94,414,567 "," 1,036 "," 732,089 ", 20 ,TX2270410,N,Municipal Long,District ,1104134,Municipal
1104216,Country Paradise Mobile Home & Rv Park,water system,,,,,,,,,,,,,,,,,,,,TX0190094,N,Municipal Short,Mobile Home Park,1104216,Municipal
1104218,Bernhard Trailer Park,water system,,,,,,,,,,,,,,,,,,,,TX0860136,N,Municipal Short,Mobile Home Park,1104218,Municipal
1104220,Bethel Ash Wsc Ott Plant,water system,2022.0,N, 360 ," 7,670,600 ", 120 ,,,,,,,,,,," 7,670,600 ", 120 ," 222,300 ", 14 ,TX1070255,N,Municipal Long,Water Supply Corporation,1104220,Municipal
1104221,Ranch Hand Apartments,water system,,,,,,,,,,,,,,,,,,,,TX1910158,N,Municipal Short,Private/IOU,1104221,Municipal
1104304,Fort Bend County Mud 132,water system,2022.0,N," 2,544 "," 91,860,000 ", 822 ,,," 39,119,000 ", 26 ,,,,,,," 130,979,000 ", 848 ," 418,000 ",,TX0790566,N,Municipal Long,District ,1104304,Municipal
1104349,Mid-Tex Utilities,water system,2022.0,N," 1,569 "," 75,952,000 ", 516 ,,," 887,000 ", 2 ,,,,," 5,716,000 ", 5 ," 82,555,000 ", 523 ," 417,000 ",,TX1050157,N,Municipal Long,Municipal,1104349,Municipal
1104352,Huffman Hollow Apartments,water system,,,,,,,,,,,,,,,,,,,,TX1013198,N,Municipal Short,Institutions/Facilities,1104352,Municipal
1104363,Equestrian Estates,water system,,,,,,,,,,,,,,,,,,,,TX0720034,N,Municipal Short,Mobile Home Park,1104363,Municipal
1104372,University Of Texas At Dallas,water system,,,,,,,,,,,,,,,,,,,,,,,,1104372,Municipal
1104468,Heritage Ministries,water system,,,,,,,,,,,,,,,,,,,,TX1550143,N,Municipal Short,Private/IOU,1104468,Municipal
1104469,Military Hwy Wsc Las Rusias,water system,2022.0,N," 20,043 "," 514,174,000 "," 6,681 ",,," 78,955,000 ", 251 ,,,,," 437,000 ", 7 ," 593,566,000 "," 6,939 "," 8,894,000 ", 4 ,TX1080067,N,Municipal Long,Water Supply Corporation,1104469,Municipal
1104470,Lazy Nine Mud,water system,,,,,,,,,,,,,,,,,,,,TX2270374,Y,Municipal Long,District ,1104470,Municipal
1104471,Lazy Nine Mud 1B,water system,2022.0,N," 3,846 "," 184,331,000 "," 1,358 ",,," 5,148,000 ", 13 ,,," 10,312,000 ", 3 ,,," 199,791,000 "," 1,374 ",,,TX2270417,N,Municipal Long,District ,1104471,Municipal
1104472,Brazos Regional Pua Surface Water Advanc,water system,,,,,,,,,,,,,,,,,,,,TX1110100,Y,Municipal Short,Municipal,1104472,Municipal
1104474,Chanticor Series,water system,,,,,,,,,,,,,,,,,,,,TX1700727,N,Municipal Short,Mobile Home Park,1104474,Municipal
1104475,North Lake Estates,water system,2022.0,N, 270 ," 8,855,670 ", 90 ,,,,,,,,,,," 8,855,670 ", 90 ,,,TX1700644,N,Municipal Long,Municipal,1104475,Municipal
1104478,Frontier Water,water system,2022.0,N, 190 ," 5,507,831 ", 80 ,,,,,,,,,,," 5,507,831 ", 80 ," 120,000 ", 25 ,TX0200144,N,Municipal Long,Mobile Home Park,1104478,Municipal
1104481,Magnolia Reserve Water Plant,water system,2022.0,N, 684 ," 62,658,000 ", 228 ,,,,,,,,,,," 62,658,000 ", 228 ,,,TX1700864,N,Municipal Long,Municipal,1104481,Municipal
1104482,North Park Mobile Home Park,water system,,,,,,,,,,,,,,,,,,,,TX1020095,N,Municipal Short,Mobile Home Park,1104482,Municipal
1104483,Saddle Mountain Water Cooperative,water system,2022.0,N, 80 ," 5,075,800 ", 28 ,,,,,,,,,,," 5,075,800 ", 28 ,,,TX1330176,N,Municipal Long,Water Supply Corporation,1104483,Municipal
1104487,Coushatte Campground,water system,,,,,,,,,,,,,,,,,,,,TX0080019,N,Municipal Short,Institutions/Facilities,1104487,Municipal
1104488,Cielo Rio Ranch Water System,water system,2022.0,N, 165 ," 5,403,810 ", 55 ,,,,,,,,,,," 5,403,810 ", 55 ,,,TX0100091,N,Municipal Long,Water Supply Corporation,1104488,Municipal
1104489,Bridlegate Subdivision,water system,2022.0,N, 756 ," 15,939,700 ", 251 ,,," 90,500 ", 1 ,,,,,,," 16,030,200 ", 252 ,,,TX0100092,N,Municipal Long,Municipal,1104489,Municipal
1104490,Latigo Ranch Subdivision,water system,2022.0,N, 120 ," 4,420,300 ", 40 ,,,,,,,,,,," 4,420,300 ", 40 ,,,TX0100096,N,Municipal Long,Private/IOU,1104490,Municipal
1104492,River Oaks Trailer Park,water system,,,,,,,,,,,,,,,,,,,,TX0110043,N,Municipal Short,Mobile Home Park,1104492,Municipal
1104497,Jbsa - Medina,water system,,,,,,,,,,,,,,,,,,,,TX0150275,N,Municipal Short,Institutions/Facilities,1104497,Municipal
1104498,Oliver Ranch,water system,,,,,,,,,,,,,,,,,,,,TX0150539,Y,Municipal Short,Municipal,1104498,Municipal
1104500,Stonegate Subdivision Water System,water system,2022.0,Y, 57 ," 1,916,200 ", 19 ,,,,,,,,,,," 1,916,200 ", 19 ,,,TX0160014,N,Municipal Long,Private/IOU,1104500,Municipal
1104504,Shady Oaks Mhp,water system,,,,,,,,,,,,,,,,,,,,TX0200137,N,Municipal Short,Mobile Home Park,1104504,Municipal
1104505,Lincecum Water Powers Addition,water system,,,,,,,,,,,,,,,,,,,,TX0200159,N,Municipal Short,Institutions/Facilities,1104505,Municipal
1104507,Creekside Mhc,water system,,,,,,,,,,,,,,,,,,,,TX0200183,N,Municipal Short,Mobile Home Park,1104507,Municipal
1104509,Mallard Lake Club,water system,,,,,,,,,,,,,,,,,,,,TX0200277,N,Municipal Short,Institutions/Facilities,1104509,Municipal
1104510,Bayou Colony Subdivision,water system,,,,,,,,,,,,,,,,,,,,TX0200358,N,Municipal Short,Private/IOU,1104510,Municipal
1104511,Country Oaks Arbor Mhp,water system,,,,,,,,,,,,,,,,,,,,TX0200379,N,Municipal Short,Mobile Home Park,1104511,Municipal
1104513,Autumn Shadows Mobile Home Park,water system,,,,,,,,,,,,,,,,,,,,TX0200435,N,Municipal Short,Mobile Home Park,1104513,Municipal
1104515,Twin Lakes Club,water system,,,,,,,,,,,,,,,,,,,,TX0200488,N,Municipal Short,Institutions/Facilities,1104515,Municipal
1104517,Oak Meadows Estates Subdivision,water system,,,,,,,,,,,,,,,,,,,,TX0200566,N,Municipal Short,Mobile Home Park,1104517,Municipal
1104518,South Hatfield Trailer Court,water system,,,,,,,,,,,,,,,,,,,,TX0200632,N,Municipal Short,Mobile Home Park,1104518,Municipal
1104519,Brazoria County Mud 55,water system,2022.0,N," 4,449 "," 153,428,000 "," 1,469 ",, 1 ," 390,400 ", 2 ,,," 16,220,200 ", 12 ," 6,357,700 ", 12 ," 176,396,300 "," 1,496 "," 17,379,944 ",,TX0200659,N,Municipal Long,District ,1104519,Municipal
1104520,Kucera Farms Subdivision,water system,,,,,,,,,,,,,,,,,,,,TX0200665,N,Municipal Short,Private/IOU,1104520,Municipal
1104522,Country Crossroads Mhp,water system,,,,,,,,,,,,,,,,,,,,TX0200707,N,Municipal Short,Water Supply Corporation,1104522,Municipal
1104525,Brown County Wid 1,water system,,,,,,,,,,,,,,,,,,,,TX0250014,Y,Municipal Short,District ,1104525,Municipal
1104526,Little Oak Forest Subdivision,water system,,,,,,,,,,,,,,,,,,,,TX0260037,N,Municipal Short,Private/IOU,1104526,Municipal
1104530,Summit Springs,water system,2022.0,N, 330 ," 6,115,457 ", 109 ,,," 390,348 ", 1 ,,,,,,," 6,505,805 ", 110 ," 1,077,765 ", 11 ,TX0270148,N,Municipal Long,Private/IOU,1104530,Municipal
1104531,Gbra Luling Plant,water system,,,,,,,,,,,,,,,,,,,,TX0280018,Y,Municipal Short,Authority,1104531,Municipal
1104535,Oaks At Houston Point,water system,,,,,,,,,,,,,,,,,,,,TX0360126,N,Municipal Short,Private/IOU,1104535,Municipal
1104536,Mcwhorters Live Oak Lodge,water system,,,,,,,,,,,,,,,,,,,,TX0410007,N,Municipal Short,Mobile Home Park,1104536,Municipal
1104537,Lazy River Mobile Home Park,water system,,,,,,,,,,,,,,,,,,,,TX0450052,N,Municipal Short,Mobile Home Park,1104537,Municipal
1104539,Texas 281 Rv Park,water system,,,,,,,,,,,,,,,,,,,,TX0460182,N,Municipal Short,Mobile Home Park,1104539,Municipal
1104540,Dallas County Park Cities Mud,water system,,,,,,,,,,,,,,,,,,,,TX0570078,Y,Municipal Short,Municipal,1104540,Municipal
1104542,Woodhaven Mhc,water system,,,,,,,,,,,,,,,,,,,,TX0610060,N,Municipal Short,Mobile Home Park,1104542,Municipal
1104545,Lakeview Water Coop,water system,2022.0,Y, 66 ," 1,299,440 ", 22 ,,,,,,,,,,," 1,299,440 ", 22 ,,,TX0610232,N,Municipal Long,Private/IOU,1104545,Municipal
1104547,Beach And Tennis Club Hoa,water system,,,,,,,,,,,,,,,,,,,,TX0610266,N,Municipal Short,Private/IOU,1104547,Municipal
1104548,Blue Bonnet Youth Ranch,water system,,,,,,,,,,,,,,,,,,,,TX0620016,N,Municipal Short,Institutions/Facilities,1104548,Municipal
1104550,Coming Of Christ Full Gospel Church,water system,,,,,,,,,,,,,,,,,,,,TX0700080,N,Municipal Short,Institutions/Facilities,1104550,Municipal
1104551,San Isidro Mhp,water system,,,,,,,,,,,,,,,,,,,,TX0710112,N,Municipal Short,Mobile Home Park,1104551,Municipal
1104554,Bunkhouse Water System,water system,,,,,,,,,,,,,,,,,,,,TX0720057,N,Municipal Short,Private/IOU,1104554,Municipal
1104555,3D Bunkhouse Pws,water system,,,,,,,,,,,,,,,,,,,,TX0720059,N,Municipal Short,Water Supply Corporation,1104555,Municipal
1104556,North Texas Mwd - Bonham Wtp,water system,,,,,,,,,,,,,,,,,,,,TX0740051,Y,Municipal Short,District ,1104556,Municipal
1104558,Goldenrod Wsc,water system,,,,,,,,,,,,,,,,,,,,TX0790383,N,Municipal Short,Private/IOU,1104558,Municipal
1104560,Tejas Lakes Subdivision,water system,,,,,,,,,,,,,,,,,,,,TX0790504,N,Municipal Short,Private/IOU,1104560,Municipal
1104561,Crystal Lake Estates,water system,,,,,,,,,,,,,,,,,,,,TX0790510,N,Municipal Short,Private/IOU,1104561,Municipal
1104562,Fort Bend County Mud 134B,water system,2022.0,N," 6,906 "," 294,602,000 "," 2,210 "," 3,371,000 ", 68 ," 6,345,000 ", 26 ," 2,783,000 ", 5 ," 9,982,000 ", 2 ," 115,606,000 ", 107 ," 432,689,000 "," 2,418 "," 1,157,000 ",,TX0790532,N,Municipal Long,Municipal,1104562,Municipal
1104563,Fort Bend County Mud 206 Victorian Garde,water system,2022.0,N," 1,833 "," 38,422,600 ", 505 ," 3,372,500 ", 792 ," 225,400 ", 2 ,,," 7,713,300 ", 6 ," 5,985,000 ", 8 ," 55,718,800 "," 1,313 "," 2,117,000 ",,TX0790548,N,Municipal Long,Municipal,1104563,Municipal
1104564,Fulshear Mud 3A,water system,2022.0,N," 5,268 "," 139,203,000 "," 1,462 "," 71,900 ", 303 ," 215,600 ", 2 ,,," 5,363,300 ", 9 ,, 54 ," 211,354,300 "," 1,830 "," 2,094,000 ",,TX0790560,N,Municipal Long,District ,1104564,Municipal
1104565,Windsong Park,water system,,,,,,,,,,,,,,,,,,,,TX0840046,N,Municipal Short,Mobile Home Park,1104565,Municipal
1104568,Royal Oaks Apartments,water system,2022.0,N, 57 ,,," 8,544,272 ", 19 ,,,,,,,,," 8,544,272 ", 19 ,,,TX0860080,N,Municipal Long,Private/IOU,1104568,Municipal
1104570,Munson Point Property Owners Association,water system,,,,,,,,,,,,,,,,,,,,TX0910140,N,Municipal Short,Private/IOU,1104570,Municipal
1104571,Rock Creek Resort,water system,,,,,,,,,,,,,,,,,,,,TX0910147,N,Municipal Short,Private/IOU,1104571,Municipal
1104572,Ej Water Company,water system,2022.0,N, 243 ," 22,472,000 ", 81 ,,,,,,,,,,," 22,472,000 ", 81 ,,,TX0920023,N,Municipal Long,Private/IOU,1104572,Municipal
1104573,Highway 90 Estates,water system,,,,,,,,,,,,,,,,,,,,TX0930036,N,Municipal Short,Private/IOU,1104573,Municipal
1104574,Shady Oaks Mhp,water system,,,,,,,,,,,,,,,,,,,,TX0930046,N,Municipal Short,Mobile Home Park,1104574,Municipal
1104575,Grand Castle Estates,water system,2022.0,N, 66 ," 14,199,600 ", 22 ,,,,,,,,,,," 14,199,600 ", 22 ,,,TX0950070,N,Municipal Long,Private/IOU,1104575,Municipal
1104578,White Oak Manor Mobile Home Park,water system,,,,,,,,,,,,,,,,,,,,TX1010322,N,Municipal Short,Mobile Home Park,1104578,Municipal
1104580,Greens Road Mobile Home Community,water system,,,,,,,,,,,,,,,,,,,,TX1010349,N,Municipal Short,Mobile Home Park,1104580,Municipal
1104581,El Dorado Mobile Home Community,water system,,,,,,,,,,,,,,,,,,,,TX1010459,N,Municipal Short,Mobile Home Park,1104581,Municipal
1104582,Apache Mobile Home Park,water system,,,,,,,,,,,,,,,,,,,,TX1010574,N,Municipal Short,Mobile Home Park,1104582,Municipal
1104584,Westfield Meadows,water system,,,,,,,,,,,,,,,,,,,,TX1010584,N,Municipal Short,Mobile Home Park,1104584,Municipal
1104585,Cypress Village Trailer & Rv Park,water system,,,,,,,,,,,,,,,,,,,,TX1010603,N,Municipal Short,Mobile Home Park,1104585,Municipal
1104586,Wheat Meadow Mobile Home Park Section Ii,water system,,,,,,,,,,,,,,,,,,,,TX1010613,N,Municipal Short,Mobile Home Park,1104586,Municipal
1104587,Canal Terrace Subdivision,water system,2022.0,N, 492 ," 8,411,200 ", 164 ,,,,,,,,,,," 8,411,200 ", 164 ,,,TX1010639,N,Municipal Long,Private/IOU,1104587,Municipal
1104588,Aldine Oaks Mhp,water system,,,,,,,,,,,,,,,,,,,,TX1010658,N,Municipal Short,Mobile Home Park,1104588,Municipal
1104590,Country Road Park,water system,,,,,,,,,,,,,,,,,,,,TX1010674,N,Municipal Short,Mobile Home Park,1104590,Municipal
1104591,Balaban Apartments 1,water system,,,,,,,,,,,,,,,,,,,,TX1010689,N,Municipal Short,Private/IOU,1104591,Municipal
1104592,Bluebonnet Mobile Home Park,water system,,,,,,,,,,,,,,,,,,,,TX1010691,N,Municipal Short,Mobile Home Park,1104592,Municipal
1104593,Lake Houston Storage,water system,,,,,,,,,,,,,,,,,,,,TX1010737,N,Municipal Short,Mobile Home Park,1104593,Municipal
1104594,Melrose Mhp,water system,,,,,,,,,,,,,,,,,,,,TX1010743,N,Municipal Short,Mobile Home Park,1104594,Municipal
1104595,Woodloch Mhp,water system,,,,,,,,,,,,,,,,,,,,TX1010805,N,Municipal Short,Mobile Home Park,1104595,Municipal
1104596,Elizondo Rv Park,water system,,,,,,,,,,,,,,,,,,,,TX1010812,N,Municipal Short,Mobile Home Park,,
1104597,North Point Villa,water system,,,,,,,,,,,,,,,,,,,,TX1010832,N,Municipal Short,Mobile Home Park,1104597,Municipal
1104598,Highland Meadows Mobile Home Park,water system,,,,,,,,,,,,,,,,,,,,TX1010914,N,Municipal Short,Mobile Home Park,1104598,Municipal
